Release_Date,Rank,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross,USD_Profit,Decade
2007-06-15,257,Fantastic Four: Rise of the Silver Surfer,120000000,288215319,131921738,168215319,2000
2007-06-15,1850,DOA: Dead or Alive,30000000,7755686,480314,-22244314,2000
2007-06-15,2390,Nancy Drew,20000000,30703845,25584685,10703845,2000
2007-06-15,3652,Fido,8000000,456814,298110,-7543186,2000
2007-06-15,5165,Pierrot le fou,300000,70807,70807,-229193,2000
2007-06-15,5249,The Trials of Darryl Hunt,200000,1217,1217,-198783,2000
2007-06-22,92,Evan Almighty,175000000,174131329,100289690,-868671,2000
2007-06-22,2228,1408,22500000,131263370,71985628,108763370,2000
2007-06-22,2895,A Mighty Heart,15000000,19153568,9176787,4153568,2000
2007-06-22,3520,Sicko,9000000,36535837,24538513,27535837,2000
2007-06-22,4204,You Kill Me,4000000,3858964,2426851,-141036,2000
2007-06-27,287,Live Free or Die Hard,110000000,382288147,134529403,272288147,2000
2007-06-29,144,Ratatouille,150000000,626549695,206445654,476549695,2000
2007-06-29,4657,Chacun sa nuit,1900000,139317,18435,-1760683,2000
2007-07-07,4629,Rockaway,2000000,0,0,-2000000,2000
2007-07-09,1134,3:10 to Yuma,48000000,71171825,53606916,23171825,2000
2007-07-09,1426,The Hunting Party,40000000,7729552,876671,-32270448,2000
2007-07-09,3279,Romance and Cigarettes,11000000,3231251,551002,-7768749,2000
2007-07-09,3441,The Brothers Solomon,10000000,900926,900926,-9099074,2000
2007-07-09,4586,In the Shadow of the Moon,2000000,1134358,1134358,-865642,2000
2007-07-09,4736,Hatchet,1500000,240396,175281,-1259604,2000
2007-07-12,36,The Golden Compass,205000000,367262558,70107728,162262558,2000
2007-07-12,1761,Atonement,30000000,129779728,50980159,99779728,2000
2007-07-12,4465,Timber Falls,2600000,71248,0,-2528752,2000
2007-07-18,4985,Cama adentro,800000,200433,200433,-599567,2000
2007-07-20,450,I Now Pronounce You Chuck and Larry,85000000,185708462,119725280,100708462,2000
2007-07-20,585,Hairspray,75000000,203035572,118871849,128035572,2000
2007-07-20,1421,Sunshine,40000000,32030610,3688560,-7969390,2000
2007-07-25,4514,This is England,2380000,8739576,327919,6359576,2000
2007-07-27,622,The Simpsons Movie,72500000,527071022,183135014,454571022,2000
2007-07-27,1903,No Reservations,28000000,91943956,43107979,63943956,2000
2007-07-27,2279,Molière,21600000,791154,635733,-20808846,2000
2007-07-27,3748,Who's Your Caddy?,7000000,5694308,5694308,-1305692,2000
2007-07-27,4584,No End In Sight,2000000,1433319,1433319,-566681,2000
2007-08-06,350,Surf's Up,100000000,145395745,58867694,45395745,2000
2007-08-06,451,Ocean's Thirteen,85000000,311744465,117144465,226744465,2000
2007-08-06,2780,La Môme,15500000,88611837,10299782,73111837,2000
2007-08-06,3681,Hostel: Part II,7500000,33606409,17544812,26106409,2000
2007-08-08,3850,Daddy Day Camp,6000000,18209872,13235267,12209872,2000
2007-08-17,553,The Invasion,80000000,40147042,15074191,-39852958,2000
2007-08-17,702,The Last Legion,67000000,25357771,5932060,-41642229,2000
2007-08-17,2459,Death at a Funeral,20000000,46790428,8580428,26790428,2000
2007-08-17,2656,Superbad,17500000,169955142,121463226,152455142,2000
2007-08-24,2069,Mr. Bean’s Holiday,25000000,234981342,33302167,209981342,2000
2007-08-24,2087,War,25000000,40686409,22486409,15686409,2000
2007-08-24,3077,Resurrecting the Champ,13000000,3260555,3172382,-9739445,2000
2007-08-24,3302,September Dawn,10100000,1066555,1066555,-9033445,2000
2007-08-24,4497,Eye of the Dolphin,2500000,72260,72210,-2427740,2000
2007-08-31,2453,Death Sentence,20000000,16907831,9534258,-3092169,2000
2007-08-31,2809,Halloween,15000000,77514401,58269151,62514401,2000
2007-08-31,4138,Fong juk,4500000,51957,51957,-4448043,2000
2007-09-02,1080,Hannibal Rising,50000000,80583311,27669725,30583311,2000
2007-09-02,4528,The Last Sin Eater,2200000,388390,388390,-1811610,2000
2007-09-02,4554,Das Leben der Anderen,2000000,81197047,11284657,79197047,2000
2007-09-03,775,300,60000000,454161935,210614939,394161935,2000
2007-09-03,3200,Gwoemul,12000000,92618117,2201923,80618117,2000
2007-09-03,3539,The Ultimate Gift,9000000,3438735,3438735,-5561265,2000
2007-09-03,3578,The Namesake,8500000,20288774,13610521,11788774,2000
2007-09-11,1598,Lions for Lambs,35000000,63211088,14998070,28211088,2000
2007-09-11,2027,No Country for Old Men,25000000,164051250,74273505,139051250,2000
2007-09-11,4404,Holly,3000000,163069,163069,-2836931,2000
2007-09-14,1101,Eastern Promises,50000000,56077088,17181265,6077088,2000
2007-09-14,1206,Across the Universe,45000000,29367143,24343673,-15632857,2000
2007-09-14,1685,D-War,32000000,79915361,10977721,47915361,2000
2007-09-14,2220,In the Valley of Elah,23000000,24489150,6777741,1489150,2000
2007-09-14,3449,King of California,10000000,1165102,268461,-8834898,2000
2007-09-14,4287,Ira and Abby,3500000,221096,221096,-3278904,2000
2007-09-21,1192,Resident Evil: Extinction,45000000,146162920,50648679,101162920,2000
2007-09-21,1843,The Assassination of Jesse James by the Coward Robert Ford,30000000,15313631,3909149,-14686369,2000
2007-09-21,2065,Good Luck Chuck,25000000,59183821,35017297,34183821,2000
2007-09-21,2411,Into the Wild,20000000,56822960,18354356,36822960,2000
2007-09-21,2722,Sydney White,16500000,13636339,11892415,-2863661,2000
2007-09-28,625,The Kingdom,72500000,86509602,47467250,14009602,2000
2007-09-28,2234,The Game Plan,22000000,146590987,90648202,124590987,2000
2007-09-28,2911,Se jie,15000000,65261291,4604982,50261291,2000
2007-09-28,3215,Trade,12000000,1513388,214202,-10486612,2000
2007-10-08,76,Rush Hour 3,180000000,256585882,140125968,76585882,2000
2007-10-08,667,Stardust,70000000,137022245,38634938,67022245,2000
2007-10-10,3822,Control,6400000,8902141,871577,2502141,2000
2007-10-19,1778,30 Days of Night,30000000,80276156,39568996,50276156,2000
2007-10-19,1935,Rendition,27500000,26939925,9736045,-560075,2000
2007-10-19,2544,"Gone, Baby, Gone",19000000,34352162,20300218,15352162,2000
2007-10-19,2765,Things We Lost in the Fire,16000000,8120148,3287315,-7879852,2000
2007-10-19,3440,The Ten Commandments,10000000,1051907,952820,-8948093,2000
2007-10-19,4112,Out of the Blue,4600000,731767,728,-3868233,2000
2007-10-19,4891,Wristcutters: A Love Story,1000000,473769,446165,-526231,2000
2007-10-19,5032,Arnolds Park,600000,23616,23616,-576384,2000
2007-10-19,5250,The Man From Earth,200000,0,0,-200000,2000
2007-10-26,3311,Saw IV,10000000,135759694,63300095,125759694,2000
2007-10-26,4312,Bella,3300000,12405473,8093373,9105473,2000
2007-11-05,2408,Georgia Rule,20000000,20819601,18882880,819601,2000
2007-11-05,2846,28 Weeks Later,15000000,64232714,28638916,49232714,2000
2007-11-05,3650,Brooklyn Rules,8000000,458232,458232,-7541768,2000
2007-11-05,4739,The Salon,1500000,139084,139084,-1360916,2000
2007-11-07,137,Harry Potter and the Order of the Phoenix,150000000,942943935,292004738,792943935,2000
2007-11-12,3784,High School Musical 2,7000000,0,0,-7000000,2000
2007-11-14,2710,Southland Tales,17000000,364607,275380,-16635393,2000
2007-11-16,164,Beowulf,150000000,194995215,82195215,44995215,2000
2007-11-16,1227,Love in the Time of Cholera,45000000,31077418,4617608,-13922582,2000
2007-11-16,4068,Redacted,5000000,861325,65388,-4138675,2000
2007-11-21,448,Enchanted,85000000,340384141,127706877,255384141,2000
2007-11-21,2072,August Rush,25000000,66015869,31664162,41015869,2000
2007-11-21,2483,I'm Not There,20000000,12397613,4017609,-7602387,2000
2007-11-21,2660,Hitman,17500000,99135571,39687694,81635571,2000
2007-11-21,3042,This Christmas,13000000,49733545,49121934,36733545,2000
2007-11-21,3056,The Mist,13000000,57189408,25593755,44189408,2000
2007-11-28,3533,The Savages,9000000,10642023,6623082,1642023,2000
2007-11-30,2998,Le Scaphandre et le Papillon,14000000,22754472,5990075,8754472,2000
2007-11-30,3566,Awake,8600000,32968648,14373825,24368648,2000
2007-11-30,3667,Maurice Richard,8000000,0,0,-8000000,2000
2007-12-01,552,Arthur et les Minimoys,80000000,113325743,15132763,33325743,2000
2007-12-01,2965,Stomp the Yard,14000000,75525718,61356221,61525718,2000
2007-12-10,958,Elizabeth: The Golden Age,55000000,74870866,16285240,19870866,2000
2007-12-10,1912,We Own the Night,28000000,55307857,28563179,27307857,2000
2007-12-10,2811,Why Did I Get Married?,15000000,55934178,55204525,40934178,2000
2007-12-10,3108,Lars and the Real Girl,12500000,11277119,5956480,-1222881,2000
2007-12-14,140,I am Legend,150000000,585532684,256393010,435532684,2000
2007-12-14,907,Alvin and the Chipmunks,55000000,362605033,217326974,307605033,2000
2007-12-14,1858,Goodbye Bafana,30000000,2717302,0,-27282698,2000
2007-12-14,2422,The Kite Runner,20000000,74180745,15800078,54180745,2000
2007-12-14,5202,Shotgun Stories,250000,284174,46026,34174,2000
2007-12-21,594,Charlie Wilson's War,75000000,119512771,66661095,44512771,2000
2007-12-21,1591,Walk Hard: The Dewey Cox Story,35000000,20606053,18317151,-14393947,2000
2007-12-21,1752,P.S. I Love You,30000000,155769678,53695808,125769678,2000
2007-12-21,3473,Blonde Ambition,10000000,1537479,6422,-8462521,2000
2007-12-25,1168,The Bucket List,45000000,174810815,93466502,129810815,2000
2007-12-25,1351,Aliens vs. Predator - Requiem,40000000,128884494,41797066,88884494,2000
2007-12-25,1352,The Water Horse: Legend of the Deep,40000000,103429755,40412817,63429755,2000
2007-12-25,2515,Butterfly on a Wheel,20000000,0,0,-20000000,2000
2007-12-25,2841,The Great Debaters,15000000,30261293,30226144,15261293,2000
2007-12-25,3702,Persepolis,7300000,25397460,4443403,18097460,2000
2007-12-26,2054,There Will Be Blood,25000000,77208711,40222514,52208711,2000
2007-12-28,4192,El orfanato,4000000,79250193,7159147,75250193,2000
2007-12-31,1927,Alatriste,28000000,22860477,0,-5139523,2000
2007-12-31,2516,Ramanujan,20000000,0,0,-20000000,2000
2007-12-31,2665,Taxi 4,17500000,60865364,0,43365364,2000
2007-12-31,2723,Arn - Tempelriddaren,16500000,21404122,0,4904122,2000
2007-12-31,4640,Slacker Uprising,2000000,0,0,-2000000,2000
2007-12-31,5289,A Dog's Breakfast,120000,0,0,-120000,2000
2007-12-31,5290,A Dog's Breakfast,120000,0,0,-120000,2000
2007-12-31,5374,Tin Can Man,12000,0,0,-12000,2000
2008-01-02,2470,Strange Wilderness,20000000,6947084,6575282,-13052916,2000
2008-01-02,3148,The Eye,12000000,57577765,31418697,45577765,2000
2008-01-02,3397,Over Her Dead Body,10000000,21596074,7570127,11596074,2000
2008-01-02,3801,Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,6500000,70712099,65281781,64212099,2000
2008-01-02,4698,Sukkar banat,1600000,14253760,1060591,12653760,2000
2008-01-07,142,Hancock,150000000,624234272,227946274,474234272,2000
2008-01-08,91,The Mummy: Tomb of the Dragon Emperor,175000000,405760225,102491776,230760225,2000
2008-01-08,2297,Swing Vote,21000000,17589867,16289867,-3410133,2000
2008-01-08,2935,Midnight Meat Train,15000000,1590246,73548,-13409754,2000
2008-01-08,4869,Frozen River,1000000,6030129,2511476,5030129,2000
2008-01-10,4476,Religulous,2500000,13881317,13011160,11381317,2000
2008-01-17,5252,Yesterday Was a Lie,200000,0,0,-200000,2000
2008-01-18,1730,27 Dresses,30000000,160247805,76808654,130247805,2000
2008-01-18,2022,Cloverfield,25000000,171302226,80048433,146302226,2000
2008-01-18,2254,Mad Money,22000000,25044057,20668843,3044057,2000
2008-01-18,4095,All Hat,4900000,15198,15198,-4884802,2000
2008-01-18,4594,Teeth,2000000,2350641,347578,350641,2000
2008-01-18,4896,Taxi to the Dark Side,1000000,304472,274661,-695528,2000
2008-01-23,2878,U2 3D,15000000,26170402,12898847,11170402,2000
2008-01-25,1140,Rambo,47500000,112214531,42754105,64714531,2000
2008-01-25,1570,Untraceable,35000000,52649951,28687835,17649951,2000
2008-01-25,1782,Meet the Spartans,30000000,84646831,38233676,54646831,2000
2008-01-25,2701,How She Move,17000000,8607815,7070641,-8392185,2000
2008-01-25,4962,"4 luni, 3 saptamani si 2 zile",900000,11993156,1196321,11093156,2000
2008-02-05,66,Iron Man,186000000,584604126,318604126,398604126,2000
2008-02-05,1344,Made of Honor,40000000,106548738,46012734,66548738,2000
2008-02-05,3754,Redbelt,7000000,2667084,2344847,-4332916,2000
2008-02-05,4580,Son of Rambow: A Home Movie,2000000,11263263,1785505,9263263,2000
2008-02-14,389,The Spiderwick Chronicles,92500000,162839667,71195053,70339667,2000
2008-02-14,480,Jumper,82500000,223636949,81168265,141136949,2000
2008-02-14,2658,Step Up 2 the Streets,17500000,148586910,58017783,131086910,2000
2008-02-14,3717,"Definitely, Maybe",7000000,55617866,32241649,48617866,2000
2008-02-15,3860,Dolphins and Whales Tribes of the Ocean 3D,6000000,17252287,7714996,11252287,2000
2008-02-15,4448,Diary of the Dead,2750000,5394447,952620,2644447,2000
2008-02-22,1312,Vantage Point,40000000,150886329,72266306,110886329,2000
2008-02-22,2447,Be Kind Rewind,20000000,30894247,11175164,10894247,2000
2008-02-22,3196,Charlie Bartlett,12000000,5295909,3950294,-6704091,2000
2008-02-22,3688,Witless Protection,7500000,4151836,4151836,-3348164,2000
2008-02-22,3824,Die Fälscher,6250000,20199663,5488570,13949663,2000
2008-02-22,5332,The Signal,50000,406299,251150,356299,2000
2008-02-29,952,Semi-Pro,55000000,43980363,33479698,-11019637,2000
2008-02-29,1380,The Other Boleyn Girl,40000000,78269970,26814957,38269970,2000
2008-03-07,3877,The Wackness,6000000,3330012,2077046,-2669988,2000
2008-03-10,1926,How to Lose Friends & Alienate People,28000000,12031443,2775593,-15968557,2000
2008-03-10,2140,Blindness,25000000,20052958,3073392,-4947042,2000
2008-03-10,2319,Beverly Hills Chihuahua,20000000,154218168,94514402,134218168,2000
2008-03-10,2468,An American Carol,20000000,7022183,7013191,-12977817,2000
2008-03-10,2482,Flash of Genius,20000000,4504111,4442377,-15495889,2000
2008-03-10,3176,Rachel Getting Married,12000000,17475475,12796861,5475475,2000
2008-03-10,3335,Nick and Norah's Infinite Playlist,10000000,33886017,31487293,23886017,2000
2008-03-14,445,Horton Hears a Who,85000000,299477886,154529439,214477886,2000
2008-03-14,1652,Doomsday,33000000,21621188,11008770,-11378812,2000
2008-03-14,2293,Never Back Down,21000000,39319801,24850922,18319801,2000
2008-03-14,2922,Funny Games,15000000,8200127,1294640,-6799873,2000
2008-03-19,4685,La misma luna,1700000,23271741,12590147,21571741,2000
2008-03-21,1366,Drillbit Taylor,40000000,49686263,32862104,9686263,2000
2008-03-21,2349,Meet the Browns,20000000,41975388,41975388,21975388,2000
2008-03-21,3611,Shutter,8000000,47782426,25928550,39782426,2000
2008-03-21,4406,The Grand,3000000,115879,115879,-2884121,2000
2008-03-21,4972,The Hammer,850000,442638,442638,-407362,2000
2008-03-28,1522,21,35000000,159846429,81159365,124846429,2000
2008-03-28,1574,Superhero Movie,35000000,73026302,26638520,38026302,2000
2008-03-28,2123,Stop-Loss,25000000,11229035,10915744,-13770965,2000
2008-03-28,3408,"Run, Fatboy, Run",10000000,33512260,6003262,23512260,2000
2008-03-28,5198,Happy Valley,250000,67665,67665,-182335,2000
2008-04-01,2384,One Missed Call,20000000,44513466,26890041,24513466,2000
2008-04-04,890,Leatherheads,58000000,41348628,31373938,-16651372,2000
2008-04-04,1482,Nim's Island,37000000,101857425,48006762,64857425,2000
2008-04-04,2097,The Ruins,25000000,22910563,17432844,-2089437,2000
2008-04-04,3442,My Blueberry Nights,10000000,22198996,866778,12198996,2000
2008-04-04,4860,Shine a Light,1000000,16173879,5505267,15173879,2000
2008-04-07,280,Astérix aux Jeux Olympiques,113500000,132999811,999811,19499811,2000
2008-04-07,2562,Ne le dis à personne,18500000,33954018,6198883,15454018,2000
2008-04-15,4416,à L'Intérieur,3000000,895932,0,-2104068,2000
2008-04-18,939,The Forbidden Kingdom,55000000,129075270,52075270,74075270,2000
2008-04-18,1742,Forgetting Sarah Marshall,30000000,105173042,63172463,75173042,2000
2008-04-18,1820,88 Minutes,30000000,32955399,16930884,2955399,2000
2008-04-18,3213,Life Before Her Eyes,12000000,7203439,303439,-4796561,2000
2008-04-18,3657,Pathology,8000000,3270974,109045,-4729026,2000
2008-04-18,5076,Kiss the Bride,500000,32033,32033,-467967,2000
2008-04-25,1745,Baby Mama,30000000,64170447,60494212,34170447,2000
2008-04-25,2137,Deception,25000000,12850033,4598506,-12149967,2000
2008-04-25,2224,Rogue,23000000,4673377,10452,-18326623,2000
2008-04-25,3141,Harold & Kumar Escape from Guantanamo Bay,12000000,43353117,38108728,31353117,2000
2008-04-25,4060,Standard Operating Procedure,5000000,332120,228830,-4667880,2000
2008-05-09,1218,Bangkok Dangerous,45000000,46598133,15298133,1598133,2000
2008-05-09,3894,"Surfer, Dude",6000000,36497,36497,-5963503,2000
2008-05-12,1612,Punisher: War Zone,35000000,10157534,8050977,-24842466,2000
2008-05-12,1872,Frost/Nixon,29000000,28452945,18622031,-547055,2000
2008-05-12,3183,Cadillac Records,12000000,8942516,8195551,-3057484,2000
2008-05-16,25,The Chronicles of Narnia: Prince Caspian,225000000,417341288,141621490,192341288,2000
2008-05-22,68,Indiana Jones and the Kingdom of the Crystal Skull,185000000,786558145,317023851,601558145,2000
2008-05-23,2496,The Children of Huang Shi,20000000,8221700,1031872,-11778300,2000
2008-05-23,3446,"War, Inc.",10000000,1299855,580862,-8700145,2000
2008-05-28,4111,Savage Grace,4600000,968805,434417,-3631195,2000
2008-05-30,894,Sex and the City,57500000,415247258,152647258,357747258,2000
2008-05-30,3515,The Strangers,9000000,83051676,52597610,74051676,2000
2008-05-30,4067,Stuck,5000000,67505,67505,-4932495,2000
2008-06-06,214,Kung Fu Panda,130000000,631910531,215434591,501910531,2000
2008-06-06,408,You Don't Mess With the Zohan,90000000,202910991,100018837,112910991,2000
2008-06-06,2627,Mongol,18000000,27147349,5705761,9147349,2000
2008-06-06,3645,And When Did You Last See Your Father?,8000000,2476491,1071240,-5523509,2000
2008-06-08,1943,The Sisterhood of the Traveling Pants 2,27000000,44270131,44089964,17270131,2000
2008-06-08,1971,The Pineapple Express,26000000,102404019,87341380,76404019,2000
2008-06-08,4039,Bottle Shock,5000000,4815890,4078607,-184110,2000
2008-06-13,196,The Incredible Hulk,137500000,263417913,134806913,125917913,2000
2008-06-13,810,The Happening,60000000,162778384,64506874,102778384,2000
2008-06-13,5242,Baghead,200000,140016,140016,-59984,2000
2008-06-20,498,Get Smart,80000000,226739416,130319208,146739416,2000
2008-06-20,766,The Love Guru,62000000,40123346,32200122,-21876654,2000
2008-06-20,3364,Kit Kittredge: An American Girl,10000000,17657973,17657973,7657973,2000
2008-06-20,4487,Brick Lane,2500000,3838486,1094998,1338486,2000
2008-06-27,75,WALL-E,180000000,532590994,223808164,352590994,2000
2008-06-27,582,Wanted,75000000,342416460,134508551,267416460,2000
2008-07-03,315,"10,000 B.C.",105000000,269065678,94784201,164065678,2000
2008-07-03,2379,The Bank Job,20000000,66143005,30060660,46143005,2000
2008-07-03,2505,長江七號 (CJ7),20000000,47300771,206678,27300771,2000
2008-07-03,3205,Married Life,12000000,2975188,1506998,-9024812,2000
2008-07-03,4731,Snow Angels,1500000,414404,402858,-1085596,2000
2008-07-10,4532,Jack Brooks: Monster Slayer,2150000,0,0,-2150000,2000
2008-07-11,149,Madagascar: Escape 2 Africa,150000000,599516844,180010950,449516844,2000
2008-07-11,1408,Soul Men,40000000,12345883,12082391,-27654117,2000
2008-07-11,1889,Role Models,28000000,94500826,67300955,66500826,2000
2008-07-11,3104,The Boy in the Striped Pajamas,12500000,44083403,9046156,31583403,2000
2008-07-11,3585,Repo! The Genetic Opera,8500000,198883,140244,-8301117,2000
2008-07-18,67,The Dark Knight,185000000,1002572859,533345358,817572859,2000
2008-07-18,988,Mamma Mia!,52000000,615748877,144130063,563748877,2000
2008-07-18,1486,Space Chimps,37000000,67029956,30105968,30029956,2000
2008-07-18,2919,Transsiberian,15000000,6379575,2203641,-8620425,2000
2008-07-18,5348,The Legend of God's Gun,30000,243768,243768,213768,2000
2008-07-25,719,Step Brothers,65000000,128468793,100468793,63468793,2000
2008-07-25,1585,The X-Files: I Want to Believe,35000000,68170792,20982478,33170792,2000
2008-07-25,2771,Bienvenue chez les Ch'tis,16000000,247474497,1477650,231474497,2000
2008-07-25,4650,Man on Wire,1900000,5617067,2962242,3717067,2000
2008-08-01,3477,White Noise 2: The Light,10000000,8243567,0,-1756433,2000
2008-08-02,623,Fool's Gold,72500000,109362966,70231041,36862966,2000
2008-08-02,1931,Welcome Home Roscoe Jenkins,27500000,43607627,42436517,16107627,2000
2008-08-02,2902,In Bruges,15000000,34533783,7800825,19533783,2000
2008-08-04,2650,Day of the Dead,18000000,0,0,-18000000,2000
2008-08-10,2628,RocknRolla,18000000,27794339,5700626,9794339,2000
2008-08-13,405,Tropic Thunder,90000000,191091250,110461307,101091250,2000
2008-08-14,5380,The Rise and Fall of Miss Thang,10000,401,401,-9599,2000
2008-08-15,1567,Mirrors,35000000,77220596,30691439,42220596,2000
2008-08-15,2109,Fly Me To the Moon,25000000,43530281,14543943,18530281,2000
2008-08-15,2744,Vicky Cristina Barcelona,16000000,104504817,23216709,88504817,2000
2008-08-15,3569,Star Wars: The Clone Wars,8500000,68695443,35161554,60195443,2000
2008-08-20,2905,The Rocker,15000000,8767338,6409528,-6232662,2000
2008-08-22,741,Death Race,65000000,72516819,36316032,7516819,2000
2008-08-22,2043,The House Bunny,25000000,71390601,48237389,46390601,2000
2008-08-22,2217,The Longshots,23000000,11778396,11511323,-11221604,2000
2008-08-22,3536,Hamlet 2,9000000,4934104,4886216,-4065896,2000
2008-08-26,1472,Virgin Territory,38000000,5473041,0,-32526959,2000
2008-08-26,4241,Purple Violets,4000000,0,0,-4000000,2000
2008-08-27,2251,Traitor,22000000,27882226,23530831,5882226,2000
2008-08-29,1208,Babylon A.D.,45000000,70216497,22532572,25216497,2000
2008-08-29,2430,Disaster Movie,20000000,36720752,14190901,16720752,2000
2008-08-29,3866,College,6000000,6176114,4694491,176114,2000
2008-08-29,4092,Obsluhoval jsem anglického krále,4900000,7174984,617228,2274984,2000
2008-09-05,268,Speed Racer,120000000,93394462,43945766,-26605538,2000
2008-09-05,1523,What Happens in Vegas...,35000000,218535708,80277646,183535708,2000
2008-09-05,5116,Poultrygeist: Night of the Chicken Dead,450000,22623,13804,-427377,2000
2008-09-19,1952,The Duchess,27000000,45160110,13848978,18160110,2000
2008-09-19,2256,Igor,22000000,31013349,19528602,9013349,2000
2008-09-19,2352,Lakeview Terrace,20000000,44821299,39263506,24821299,2000
2008-09-19,2403,Appaloosa,20000000,27911453,20211394,7911453,2000
2008-09-19,2407,My Best Friend's Girl,20000000,34787111,19219250,14787111,2000
2008-09-19,2438,Ghost Town,20000000,29843245,13252641,9843245,2000
2008-09-19,3799,Tropa de Elite,6537890,14319195,8744,7781305,2000
2008-09-26,508,Eagle Eye,80000000,178066569,101440743,98066569,2000
2008-09-26,1224,Miracle at St. Anna,45000000,9676497,7916887,-35323503,2000
2008-09-26,3012,The Lucky Ones,14000000,266967,266967,-13733033,2000
2008-09-26,4306,Choke,3400000,4124277,2926565,724277,2000
2008-09-26,5048,Fireproof,500000,33473297,33456317,32973297,2000
2008-10-10,699,Body of Lies,67500000,118556530,39394666,51056530,2000
2008-10-10,1469,City of Ember,38000000,17830244,7871693,-20169756,2000
2008-10-10,1475,The Express,37500000,9813309,9793406,-27686691,2000
2008-10-10,3146,Quarantine,12000000,41924774,31691811,29924774,2000
2008-10-10,5239,Call+Response,200000,212989,212989,12989,2000
2008-10-10,5245,Good Dick,200000,52443,28835,-147557,2000
2008-10-12,1659,The Reader,32500000,112964875,34194407,80464875,2000
2008-10-12,5161,Wendy and Lucy,300000,1416046,865695,1116046,2000
2008-10-14,4628,No Man's Land: The Rise of Reeker,2000000,0,0,-2000000,2000
2008-10-17,1549,Max Payne,35000000,85761789,40687294,50761789,2000
2008-10-17,1962,What Just Happened,27000000,2412123,1090947,-24587877,2000
2008-10-17,2005,W.,25100000,28575778,25534493,3475778,2000
2008-10-17,2548,Sex Drive,19000000,10412485,8402485,-8587515,2000
2008-10-17,3254,The Secret Life of Bees,11000000,39984023,37770162,28984023,2000
2008-10-21,5207,Sunday School Musical,250000,0,0,-250000,2000
2008-10-24,947,Changeling,55000000,113805580,35739802,58805580,2000
2008-10-24,1823,Pride and Glory,30000000,43440721,15740721,13440721,2000
2008-10-24,2481,Passchendaele,20000000,4453327,4452423,-15546673,2000
2008-10-24,2486,"Synecdoche, New York",20000000,4383538,3083538,-15616462,2000
2008-10-24,3243,High School Musical 3: Senior Year,11000000,274392880,90559416,263392880,2000
2008-10-24,3286,Saw V,10800000,118209778,56746769,107409778,2000
2008-10-24,4123,Låt den rätte komma in,4500000,12247682,2122085,7747682,2000
2008-10-24,4604,Roadside Romeo,2000000,2046090,55202,46090,2000
2008-10-24,5128,Heroes,400000,655538,655538,255538,2000
2008-10-31,2178,Zack and Miri Make a Porno,24000000,36856306,31457946,12856306,2000
2008-10-31,4007,The Haunting of Molly Hartley,5000000,15318257,13442412,10318257,2000
2008-10-31,4494,The Other End of the Line,2500000,507446,115504,-1992554,2000
2008-10-31,4615,Eden Lake,2000000,4294373,7321,2294373,2000
2008-10-31,4737,My Name is Bruce,1500000,173066,173066,-1326934,2000
2008-10-31,5223,Little Big Top,240000,7484,7484,-232516,2000
2008-11-01,876,In the Name of the King: A Dungeon Siege Tale,60000000,13233220,4775656,-46766780,2000
2008-11-01,2877,The Pirates Who Don't Do Anything: A VeggieTales Movie,15000000,13248444,12981269,-1751556,2000
2008-11-03,3786,Stargate - The Ark of Truth,7000000,0,0,-7000000,2000
2008-11-04,2386,Street Kings,20000000,65454793,26415649,45454793,2000
2008-11-04,2582,Prom Night,18000000,57193655,43869350,39193655,2000
2008-11-04,4187,The Visitor,4000000,19174817,9427026,15174817,2000
2008-11-07,481,Hellboy II: The Golden Army,82500000,160388063,75986503,77888063,2000
2008-11-07,872,Meet Dave,60000000,50648806,11803254,-9351194,2000
2008-11-07,1165,Journey to the Center of the Earth,45000000,243180937,101704370,198180937,2000
2008-11-07,4308,August,3400000,12636,12636,-3387364,2000
2008-11-14,21,Quantum of Solace,230000000,591692078,169368427,361692078,2000
2008-11-14,4492,Fuel,2500000,174255,174255,-2325745,2000
2008-11-21,161,Bolt,150000000,328015209,114053759,178015209,2000
2008-11-21,1476,Twilight,37000000,402280159,192769854,365280159,2000
2008-11-21,4917,Special,1000000,26822,7202,-973178,2000
2008-11-26,225,Australia,130000000,215080810,49554002,85080810,2000
2008-11-26,502,Four Christmases,80000000,168311558,120146040,88311558,2000
2008-11-26,2374,Milk,20000000,57293371,31841299,37293371,2000
2008-12-09,841,Righteous Kill,60000000,78481410,40081410,18481410,2000
2008-12-09,1481,Burn After Reading,37000000,168167798,60355347,131167798,2000
2008-12-09,2742,The Women,16000000,50103808,26902075,34103808,2000
2008-12-11,2960,Slumdog Millionaire,14000000,384519665,141319928,370519665,2000
2008-12-12,519,The Day the Earth Stood Still,80000000,233066978,79366978,153066978,2000
2008-12-12,893,"Che, El Ar the Argentine",58000000,30118557,293708,-27881443,2000
2008-12-12,1425,Delgo,40000000,915840,915840,-39084160,2000
2008-12-12,2011,Gran Torino,25000000,274543085,148095302,249543085,2000
2008-12-12,2369,Doubt,20000000,53191101,33446470,33191101,2000
2008-12-12,3785,The Kings of Appletown,7000000,0,0,-7000000,2000
2008-12-12,4463,Los Cronocrímenes,2600000,564474,39127,-2035526,2000
2008-12-17,3838,The Wrestler,6000000,46634275,26238243,40634275,2000
