Release_Date,Rank,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross,USD_Profit,Decade
2013-02-15,1328,Escape From Planet Earth,40000000,74156610,57012977,34156610,2010
2013-02-22,2819,Snitch,15000000,57907734,42930462,42907734,2010
2013-02-22,4233,Inescapable,4000000,4327,4327,-3995673,2010
2013-02-22,4271,Dark Skies,3500000,27704111,17418667,24204111,2010
2013-02-26,3942,Tao Jie,5400000,4728896,0,-671104,2010
2013-03-05,41,Iron Man 3,200000000,1215392272,408992272,1015392272,2010
2013-03-05,3428,The Iceman,10000000,3623609,1930282,-6376391,2010
2013-03-05,3455,"Cinco de Mayo, La Batalla",10000000,173472,173472,-9826528,2010
2013-03-05,5278,Aroused,150000,0,0,-150000,2010
2013-03-07,568,Despicable Me 2,76000000,975216835,368065385,899216835,2010
2013-03-07,4471,Kevin Hart: Let Me Explain,2500000,32327255,32244051,29827255,2010
2013-03-15,1117,Upside Down,50000000,26387039,102118,-23612961,2010
2013-03-15,1679,The Incredible Burt Wonderstone,32000000,27392609,22537881,-4607391,2010
2013-03-15,3093,The Call,12800000,69821476,51872378,57021476,2010
2013-03-15,4003,Spring Breakers,5000000,31149251,14124286,26149251,2010
2013-03-19,4632,Straight A's,2000000,0,0,-2000000,2010
2013-03-22,649,Olympus Has Fallen,70000000,150562164,98927592,80562164,2010
2013-03-22,2150,On the Road,25000000,9313302,720828,-15686698,2010
2013-03-22,3061,Admission,13000000,18733666,18007317,5733666,2010
2013-03-27,187,G.I. Joe: Retaliation,140000000,375740705,122523060,235740705,2010
2013-03-29,1083,The Host,50000000,64477051,26623701,14477051,2010
2013-03-29,2858,The Place Beyond the Pines,15000000,47011449,21403519,32011449,2010
2013-04-01,2366,Texas Chainsaw 3D,20000000,47666013,34341945,27666013,2010
2013-04-01,2903,Promised Land,15000000,9300336,7597898,-5699664,2010
2013-04-01,5366,All Superheroes Must Die,20000,0,0,-20000,2010
2013-04-10,282,Gravity,110000000,695941797,274092705,585941797,2010
2013-04-10,1810,Runner Runner,30000000,60512680,19316646,30512680,2010
2013-04-10,4688,Grace Unplugged,1700000,2507159,2507159,807159,2010
2013-04-10,4939,My Last Day Without You,1000000,0,0,-1000000,2010
2013-04-10,5328,The Dirties,55000,0,0,-55000,2010
2013-04-12,2266,Out of the Furnace,22000000,15434375,11330849,-6565625,2010
2013-04-16,1432,Un monstre à Paris ,40000000,27000381,0,-12999619,2010
2013-04-17,5071,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,500000,152449,152449,-347551,2010
2013-04-19,262,Oblivion,120000000,287916633,89107235,167916633,2010
2013-04-19,4726,The Lords of Salem,1500000,1541131,1165881,41131,2010
2013-04-19,4787,Filly Brown,1250000,2940411,2850357,1690411,2010
2013-04-19,4801,Home Run,1200000,2859955,2859955,1659955,2010
2013-04-26,1660,The Big Wedding,32500000,48425971,21819348,15925971,2010
2013-04-26,1979,Pain & Gain,26000000,81275291,49875291,55275291,2010
2013-04-26,2928,The Reluctant Fundamentalist,15000000,528731,528731,-14471269,2010
2013-04-26,3354,Mud,10000000,31556959,21590086,21556959,2010
2013-05-04,2676,Evil Dead,17000000,97778356,54239856,80778356,2010
2013-05-04,2767,Trance,16000000,22594052,2322593,6594052,2010
2013-05-04,4761,Eddie: The Sleepwalking Cannibal,1400000,1632,1632,-1398368,2010
2013-05-04,4966,The Brass Teapot,900000,413733,6997,-486267,2010
2013-05-07,3984,The Way Way Back,5000000,26853810,21502690,21853810,2010
2013-05-14,4937,Black Rock,1000000,0,0,-1000000,2010
2013-05-16,60,Star Trek Into Darkness,190000000,467381584,228778661,277381584,2010
2013-05-17,4301,Jagten,3450000,18309793,687185,14859793,2010
2013-05-17,4377,Frances Ha,3000000,11267511,4067398,8267511,2010
2013-05-21,4418,Open Road,3000000,47469,0,-2952531,2010
2013-05-23,320,The Hangover 3,103000000,362000072,112200072,259000072,2010
2013-05-24,119,Fast and Furious 6,160000000,789300444,238679850,629300444,2010
2013-05-24,339,Epic,100000000,262794441,107518682,162794441,2010
2013-05-24,4363,Before Midnight,3000000,23283672,8110621,20283672,2010
2013-05-31,224,After Earth,130000000,251499665,60522097,121499665,2010
2013-05-31,586,Now You See Me,75000000,342769200,117723989,267769200,2010
2013-05-31,3588,Yeh Jawaani Hai Deewani,8300000,50827466,3827466,42527466,2010
2013-05-31,3814,The East,6500000,3027956,2274649,-3472044,2010
2013-06-09,1456,Riddick,38000000,94763758,42025135,56763758,2010
2013-06-09,2936,Winnie Mandela,15000000,61847,61847,-14938153,2010
2013-06-12,2940,Khumba,15000000,20898221,0,5898221,2010
2013-06-12,3266,Inside Llewyn Davis,11000000,32943247,13248209,21943247,2010
2013-06-12,3293,The Last Days on Mars,10600000,261364,24084,-10338636,2010
2013-06-14,24,Man of Steel,225000000,667999518,291045518,442999518,2010
2013-06-14,4863,20 Feet From Stardom,1000000,5892466,4946250,4892466,2010
2013-06-21,46,Monsters University,200000000,743588329,268488329,543588329,2010
2013-06-21,61,World War Z,190000000,531514650,202359711,341514650,2010
2013-06-21,4501,Alien Uprising,2500000,0,0,-2500000,2010
2013-06-21,5341,This Is Martin Bonner,42000,0,0,-42000,2010
2013-06-25,4142,Hansel & Gretel Get Baked,4500000,0,0,-4500000,2010
2013-06-28,166,White House Down,150000000,205440387,73103784,55440387,2010
2013-06-28,1239,The Heat,43000000,229727774,159581587,186727774,2010
2013-06-28,2223,Redemption,23000000,13593473,36686,-9406527,2010
2013-06-28,5084,Detention of the Dead,500000,1778,1778,-498222,2010
2013-07-06,888,The Internship,58000000,93672764,44672764,35672764,2010
2013-07-06,4333,The Purge,3000000,91266581,64473115,88266581,2010
2013-07-08,419,Percy Jackson: Sea of Monsters,90000000,200859554,68559554,110859554,2010
2013-07-08,1477,We're the Millers,37000000,267816276,150394119,230816276,2010
2013-07-08,5178,Midnight Cabaret,300000,0,0,-300000,2010
2013-07-17,205,Turbo,135000000,286896578,83028130,151896578,2010
2013-07-19,226,R.I.P.D.,130000000,79076678,33618855,-50923322,2010
2013-07-19,477,RED 2,84000000,137162560,53262560,53162560,2010
2013-07-19,2312,The Conjuring,20000000,318000141,137400141,298000141,2010
2013-07-19,3944,Grabbers,5300000,440821,0,-4859179,2010
2013-07-19,4098,Only God Forgives,4800000,4494560,775849,-305440,2010
2013-07-19,4889,The Act of Killing,1000000,501289,486919,-498711,2010
2013-07-23,3782,Twixt,7000000,1268346,0,-5731654,2010
2013-07-26,276,The Wolverine,115000000,416456852,132556852,301456852,2010
2013-07-26,2589,Blue Jasmine,18000000,102912961,33404871,84912961,2010
2013-07-26,4658,Stranded,1900000,285593,0,-1614407,2010
2013-07-26,4719,The To Do List,1500000,4128828,3491669,2628828,2010
2013-07-31,299,The Smurfs 2,110000000,348547523,71017784,238547523,2010
2013-08-01,5086,Now is Good,500000,2141436,0,1641436,2010
2013-08-02,1515,Identity Thief,35000000,175361578,134506920,140361578,2010
2013-08-02,1792,Side Effects,30000000,66742138,32172757,36742138,2010
2013-08-02,4635,Small Apartments,2000000,0,0,-2000000,2010
2013-08-02,4656,ABCD (Any Body Can Dance),1900000,10137234,222098,8237234,2010
2013-08-03,47,Oz the Great and Powerful,200000000,490359051,234770996,290359051,2010
2013-08-03,1833,Dead Man Down,30000000,19599974,10895295,-10400026,2010
2013-08-10,4940,Zombie Hunter,1000000,0,0,-1000000,2010
2013-08-11,145,Thor: The Dark World,150000000,644602516,206362140,494602516,2010
2013-08-11,2543,The Book Thief,19000000,76086711,21488481,57086711,2010
2013-08-16,1413,Paranoia,40000000,16173593,7388654,-23826407,2010
2013-08-16,1712,Lee Daniels' The Butler,30000000,177025498,116632095,147025498,2010
2013-08-16,1911,Kick-Ass 2,28000000,63129909,28795985,35129909,2010
2013-08-16,2610,Jobs,18000000,43402515,16131410,25402515,2010
2013-08-16,4056,Ain't Them Bodies Saints,5000000,1075009,391611,-3924991,2010
2013-08-16,4498,Underdogs,2500000,35017,35017,-2464983,2010
2013-08-21,853,The Mortal Instruments: City of Bones,60000000,75965567,31165421,15965567,2010
2013-08-23,1443,Yi dai zong shi,38600000,57987299,6594959,19387299,2010
2013-08-23,2387,The World's End,20000000,47508505,26004851,27508505,2010
2013-08-23,2525,The Frozen Ground,19200000,5617460,0,-13582540,2010
2013-08-23,5064,Drinking Buddies,500000,407100,343706,-92900,2010
2013-08-23,5263,Sparrows Dance,175000,2602,2602,-172398,2010
2013-08-30,2619,Getaway,18000000,11813989,10501938,-6186011,2010
2013-08-30,3344,One Direction: This is Us,10000000,68541786,28873374,58541786,2010
2013-08-30,3966,No se Aceptan Devoluciones,5000000,100486616,44467206,95486616,2010
2013-09-07,4636,Coffee Town,2000000,0,0,-2000000,2010
2013-09-08,261,Elysium,120000000,286192091,93050117,166192091,2010
2013-09-08,1021,Disney Planes,50000000,238059569,90282580,188059569,2010
2013-09-13,1784,The Family,30000000,51078541,36918811,21078541,2010
2013-09-13,3958,Insidious Chapter 2,5000000,161921515,83586447,156921515,2010
2013-09-13,4618,Plush,2000000,28864,3080,-1971136,2010
2013-09-18,3620,Enough Said,8000000,25621449,17550872,17621449,2010
2013-09-20,1156,Prisoners,46000000,113402302,61002302,67402302,2010
2013-09-20,1461,Rush,38000000,98230839,26947624,60230839,2010
2013-09-20,2457,Battle of the Year,20000000,16723377,8888355,-3276623,2010
2013-09-20,3665,Feichang Xingyun,8000000,21970000,0,13970000,2010
2013-09-27,561,Cloudy with a Chance of Meatballs 2,78000000,274392649,119793567,196392649,2010
2013-09-27,2636,Metallica Through the Never,18000000,9082906,3419967,-8917094,2010
2013-09-27,3574,Baggage Claim,8500000,22885836,21569509,14385836,2010
2013-09-27,3925,Don Jon,5500000,41268579,24477704,35768579,2010
2013-10-05,62,The Great Gatsby,190000000,351040419,144840419,161040419,2010
2013-10-05,2894,Peeples,15000000,9307166,9177065,-5692834,2010
2013-10-18,675,Escape Plan,70000000,103735965,25135965,33735965,2010
2013-10-18,1787,Carrie,30000000,82409520,35266619,52409520,2010
2013-10-18,1996,The Fifth Estate,26000000,6154172,3254172,-19845828,2010
2013-10-18,2334,12 Years a Slave,20000000,181025343,56671993,161025343,2010
2013-10-18,3579,All is Lost,8500000,10386814,6263670,1886814,2010
2013-10-19,3228,Supesu Batorushippu Yamato,12000000,0,0,-12000000,2010
2013-10-25,2098,The Counselor,25000000,71009334,16973715,46009334,2010
2013-10-25,2797,Jackass Presents: Bad Grandpa,15000000,160903019,102003019,145903019,2010
2013-10-25,5339,A True Story,45000,0,0,-45000,2010
2013-10-25,5346,Her Cry: La Llorona Investigation,35000,0,0,-35000,2010
2013-11-01,833,Gangster Squad,60000000,104100903,46000903,44100903,2010
2013-11-01,3262,Quartet,11000000,56178935,18388357,45178935,2010
2013-11-01,4469,A Haunted House,2500000,59922558,40041683,57422558,2010
2013-11-10,915,Captain Phillips,55000000,220648184,107136417,165648184,2010
2013-11-10,2464,Machete Kills,20000000,18273009,8008161,-1726991,2010
2013-11-10,3945,La Vie d'Adèle – Chapitres 1 & 2,5250000,22937201,2450504,17687201,2010
2013-11-10,5004,All the Boys Love Mandy Lane,750000,1960521,0,1210521,2010
2013-11-10,5020,Escape from Tomorrow,650000,171962,171962,-478038,2010
2013-11-15,2672,The Best Man Holiday,17000000,72835710,70525195,55835710,2010
2013-11-15,3168,Nebraska,12000000,24761360,17654912,12761360,2010
2013-11-15,3198,La grande bellezza,12000000,29549145,2883879,17549145,2010
2013-11-15,3761,The Christmas Candle,7000000,1933829,1632000,-5066171,2010
2013-11-22,134,Frozen,150000000,1274234980,400738009,1124234980,2010
2013-11-22,211,The Hunger Games: Catching Fire,130000000,864868047,424668047,734868047,2010
2013-11-22,2247,Delivery Man,22000000,70536870,30659817,48536870,2010
2013-11-22,3142,Philomena,12000000,98963392,37709979,86963392,2010
2013-11-27,2255,Homefront,22000000,51695362,20158492,29695362,2010
2013-11-27,2663,Black Nativity,17500000,7285135,7018188,-10214865,2010
2013-11-29,1611,Mandela: Long Walk to Freedom,35000000,29890402,8323085,-5109598,2010
2013-12-04,1292,42,40000000,97470701,95020213,57470701,2010
2013-12-04,2372,Scary Movie V,20000000,78613981,32015787,58613981,2010
2013-12-04,4329,Antiviral,3100000,123407,0,-2976593,2010
2013-12-06,1664,This is the End,32000000,126539117,101470202,94539117,2010
2013-12-07,64,Pacific Rim,190000000,411002906,101802906,221002906,2010
2013-12-07,496,Grown Ups 2,80000000,247023808,133668525,167023808,2010
2013-12-07,4960,Fruitvale Station,900000,17549645,16098998,16649645,2010
2013-12-13,15,The Hobbit: The Desolation of Smaug,250000000,960366855,258366855,710366855,2010
2013-12-13,1281,American Hustle,40000000,257878294,150117807,217878294,2010
2013-12-13,1520,Saving Mr. Banks,35000000,114962525,83299761,79962525,2010
2013-12-13,2039,Tyler Perry's A Madea Christmas,25000000,52543354,52543354,27543354,2010
2013-12-18,1012,Anchorman 2: The Legend Continues,50000000,172185754,127352707,122185754,2010
2013-12-20,539,Walking with Dinosaurs,80000000,130580730,36076121,50580730,2010
2013-12-25,95,47 Ronin,175000000,151716815,38362475,-23283185,2010
2013-12-25,338,The Wolf of Wall Street,100000000,391976723,116900694,291976723,2010
2013-12-25,394,The Secret Life of Walter Mitty,91000000,188536838,58236838,97536838,2010
2013-12-25,1373,Grudge Match,40000000,69807260,29807260,29807260,2010
2013-12-25,2059,August: Osage County,25000000,50738810,37738810,25738810,2010
2013-12-31,1860,Space Pirate Captain Harlock,30000000,143490,0,-29856510,2010
2013-12-31,2276,Metegol,22000000,30051905,0,8051905,2010
2013-12-31,2555,Out of Inferno,19000000,0,0,-19000000,2010
2013-12-31,2778,Zulu,16000000,1844228,0,-14155772,2010
2013-12-31,3500,Re-Kill,9500000,0,0,-9500000,2010
2013-12-31,4234,Geograf globus propil,4000000,4454853,0,454853,2010
2013-12-31,4677,Independence Daysaster,1800000,0,0,-1800000,2010
2013-12-31,4683,Living Dark: The Story of Ted the Caver,1750000,0,0,-1750000,2010
2013-12-31,4821,The Wicked Within,1200000,0,0,-1200000,2010
2013-12-31,4837,The Vatican Exorcisms,1100000,0,0,-1100000,2010
2013-12-31,4924,Heli,1000000,552614,0,-447386,2010
2013-12-31,5024,Treachery,625000,0,0,-625000,2010
2013-12-31,5100,Bucky and the Squirrels,500000,0,0,-500000,2010
2013-12-31,5276,Speak No Evil,150000,32927,0,-117073,2010
2013-12-31,5308,Echo Dr.,100000,0,0,-100000,2010
2013-12-31,5352,Paraphobia,30000,0,0,-30000,2010
2014-01-07,5118,Mutual Friends,450000,0,0,-450000,2010
2014-01-08,97,Guardians of the Galaxy,170000000,771100771,333172112,601100771,2010
2014-01-08,1795,Get on Up,30000000,33339868,30569935,3339868,2010
2014-01-10,2772,"Men, Women and Children",16000000,1705908,705908,-14294092,2010
2014-01-17,827,Jack Ryan: Shadow Recruit,60000000,131377412,50577412,71377412,2010
2014-01-17,1738,The Nut Job,30000000,122529966,64251538,92529966,2010
2014-01-17,2013,Ride Along,25000000,153733800,134202565,128733800,2010
2014-01-17,3731,Devil's Due,7000000,36146087,15821461,29146087,2010
2014-01-24,748,"I, Frankenstein",65000000,74575290,19075290,9575290,2010
2014-01-28,3778,Snezhnaya koroleva,7000000,15206330,0,8206330,2010
2014-01-31,2618,Labor Day,18000000,14189810,13371528,-3810190,2010
2014-01-31,3610,That Awkward Moment,8000000,53068955,26068955,45068955,2010
2014-02-04,3768,Dom Hemingway,7000000,1857458,523511,-5142542,2010
2014-02-05,49,The Amazing Spider-Man 2,200000000,708996336,202853933,508996336,2010
2014-02-05,4460,Ida,2600000,15298355,3827060,12698355,2010
2014-02-05,5031,Water & Power,600000,42557,42557,-557443,2010
2014-02-07,1794,Deliver Us from Evil,30000000,87956618,30577122,57956618,2010
2014-02-07,2320,Tammy,20000000,93931360,84525432,73931360,2010
2014-02-07,3047,Earth to Echo,13000000,42174545,38934842,29174545,2010
2014-02-14,870,Winter's Tale,60000000,22468620,12600231,-37531380,2010
2014-02-14,2392,Endless Love,20000000,34718173,23438250,14718173,2010
2014-02-14,3043,About Last Night,13000000,50445860,48637684,37445860,2010
2014-02-21,543,Pompeii,80000000,108469033,23169033,28469033,2010
2014-02-21,1910,3 Days to Kill,28000000,38959900,30697999,10959900,2010
2014-02-28,1019,Non-Stop,50000000,222383055,91742160,172383055,2010
2014-02-28,2237,Son of God,22000000,70949793,59700064,48949793,2010
2014-02-28,4687,The Lunchbox,1700000,12231500,4231500,10531500,2010
2014-03-01,3972,Paranormal Activity: The Marked Ones,5000000,86362372,32462372,81362372,2010
2014-03-10,768,Gone Girl,61000000,368567189,167767189,307567189,2010
2014-03-10,2753,Left Behind,16000000,20769209,14019924,4769209,2010
2014-03-10,3229,Drive Hard,12000000,0,0,-12000000,2010
2014-03-10,3800,Annabelle,6500000,256873813,84273813,250373813,2010
2014-03-10,4759,La chambre bleue,1400000,1945420,260441,545420,2010
2014-03-12,2826,Wild,15000000,52501541,37880356,37501541,2010
2014-03-14,705,Need for Speed,66000000,194169619,43568507,128169619,2010
2014-03-14,3395,Bad Words,10000000,7843145,7779614,-2156855,2010
2014-03-14,3873,Veronica Mars,6000000,3485383,3322127,-2514617,2010
2014-03-14,5248,The Word,200000,3648,3648,-196352,2010
2014-03-21,446,Divergent,85000000,276014965,150947895,191014965,2010
2014-03-21,941,Muppets Most Wanted,55000000,79312301,51178893,24312301,2010
2014-03-21,1998,Blood Ties,26000000,2923959,42472,-23076041,2010
2014-03-21,3438,50 to 1,10000000,1069454,1069454,-8930546,2010
2014-03-21,4822,God’s Not Dead,1150000,63777092,60755732,62627092,2010
2014-03-21,5303,Cheap Thrills,100000,59424,59424,-40576,2010
2014-03-28,222,Noah,130000000,352831065,101200044,222831065,2010
2014-03-28,1605,Sabotage,35000000,18376443,10508518,-16623557,2010
2014-03-28,5173,Locker 13,300000,3496,3496,-296504,2010
2014-04-03,4299,Wicked Blood,3500000,0,0,-3500000,2010
2014-04-04,99,Captain America: The Winter Soldier,170000000,714401889,259746958,544401889,2010
2014-04-04,3028,Under the Skin,13300000,7229933,2614251,-6070067,2010
2014-04-09,4141,Falcon Rising,4500000,11774,11774,-4488226,2010
2014-04-16,3125,Heaven is for Real,12000000,100919111,91386097,88919111,2010
2014-04-18,362,Transcendence,100000000,103039258,23022309,3039258,2010
2014-04-18,4174,A Haunted House 2,4000000,21206861,17329487,17206861,2010
2014-04-25,1303,The Other Woman,40000000,195111193,83911193,155111193,2010
2014-04-25,1915,Brick Mansions,28000000,73421224,20396829,45421224,2010
2014-04-25,5123,Blue Ruin,420000,435168,258384,15168,2010
2014-05-09,1641,Thunder and the House of Magic,34000000,10392666,4091,-23607334,2010
2014-05-09,4519,Frontera,2300000,59696,59696,-2240304,2010
2014-05-11,112,Interstellar,165000000,668913307,188017894,503913307,2010
2014-05-12,4082,Dying of the Light,5000000,0,0,-5000000,2010
2014-05-16,120,Godzilla,160000000,529076069,200676069,369076069,2010
2014-05-16,2061,Million Dollar Arm,25000000,39217912,36447959,14217912,2010
2014-05-16,2768,The Immigrant,16000000,7585011,2013456,-8414989,2010
